,Clover ID,Name,Alternate Name,Description,Price,Price Type,Price Unit,Cost,Product Code,SKU,Quantity,Hidden?,Default tax rates?,Non-revenue item?,Printer Labels,Modifier Groups,Categories,Tax Rates,Variant Attribute,Variant Option,vendor_x,vendor_y
26057,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26058,BMZ0SQCEPBH8M,National Bohemian 16 oz / 6 pk Cans (PBD),,,$9.99,Fixed,,$6.54,071250000317,18021,5.0,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,,PBD,PBD
26059,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26060,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26061,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26062,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26063,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26064,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26065,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26066,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26067,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26068,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26069,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26070,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26071,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26072,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26073,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26074,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26075,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26076,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26077,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26078,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26079,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26080,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26081,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26082,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26083,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26084,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26085,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26086,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26087,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26088,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26089,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26090,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26091,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26092,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26093,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26094,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26095,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26096,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26097,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26098,A10PQ03EZ9N00,Boylan: Root Beer 12 oz / 4 pk Bottles (SSD),,,$9.69,Fixed,,$5.84,760712090101,1706,3.0,No,Yes,No,,,Drinks - Soda,,,,SSD,SSD
26099,AK85TAXRXZ77J,Stouffers: Classic Lasagna With Meat & Sauce 10.5 oz Pk (WGD),,,$4.89,Fixed,,$2.47,013800103215,,5.0,No,Yes,No,,,Frozen Food,,,,WGD,WGD
26100,A6NFDQKG6B2V0,Clear Fruit: Strawberry Watermelon Water 20 oz Bottle (SSD),,,$2.49,Fixed,,$1.41,076737310101,076737310101,9.0,No,Yes,No,,,Drinks - Water,,,,SSD,SSD
26101,DZBHKQG1AC82P,Nabisco: Lorna Doone Shortbread Cookies 4.5 oz Box (CGD),,,$3.49,Fixed,,$2.26,044000042509,600668,8.0,No,Yes,No,,,Snacks,,,,CGD,CGD
26102,Y2837WEWZXDG8,Health-Ade: Pomegranate Kombucha 16 oz Bottle (RFD),,,$4.49,Fixed,,$2.64,851861006119,436108,7.0,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,,RFD,RFD
26103,KD6AMY439MGH0,Gatorade: Original Lemon-Lime 28 oz Bottle (PCD),,,$3.49,Fixed,,$2.08,052000135152,052000135152,13.0,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,,PCD,PCD
26104,V14TWA2J6B6AT,Victory: Sour Monkey Sour Tripel 12 oz / 6 pk Bottles (WZD),,,$15.49,Fixed,,$10.00,630279776063,01302,4.0,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,,WZD,WZD
26105,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26106,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26107,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26108,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26109,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26110,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26111,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26112,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26113,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26114,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26115,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26116,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26117,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26118,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26119,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26120,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26121,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26122,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26123,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26124,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26125,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26126,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26127,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26128,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26129,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26130,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26131,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26132,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26133,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26134,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26135,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26136,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26137,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26138,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26139,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26140,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26141,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26142,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26143,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26144,1HZYA6BWW5TCM,Yuengling: Traditional Lager - Tall Can 24 oz / Single (PBD),,,$2.99,Fixed,,$1.93,089924600244,14948,17.0,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,,PBD,PBD
26145,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26146,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26147,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26148,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26149,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26150,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26151,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26152,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26153,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26154,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26155,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26156,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26157,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26158,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26159,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26160,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26161,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26162,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26163,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26164,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26165,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26166,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26167,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26168,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26169,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26170,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26171,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26172,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26173,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26174,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26175,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26176,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26177,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26178,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26179,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26180,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26181,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26182,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26183,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26184,1S942N6MT98C4,Montucky: Cold Snack Lager 24 oz (PBD),,,$3.09,Fixed,,$2.00,818490013734,50498,,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,,PBD,PBD
26185,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26186,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26187,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26188,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26189,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26190,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26191,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26192,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26193,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26194,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26195,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26196,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26197,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26198,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26199,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26200,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26201,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26202,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26203,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26204,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26205,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26206,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26207,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26208,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26209,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26210,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26211,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26212,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26213,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26214,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26215,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26216,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26217,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26218,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26219,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26220,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26221,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26222,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26223,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26224,M8ZY9YYMVEQMP,Ferrero: Kinder Joy / NBA Toy .7 oz pk (CGD),,,$2.89,Fixed,,$1.69,00985234,00987339,12.0,No,Yes,No,,,Snacks - Candy,,,,CGD,CGD
26225,F15NYS089Y044,Oxydol: Laundry Detergent + Fabric Softener 42 oz Jug (DGD),,,$3.99,Fixed,,$1.25,860009004429,860009001428,,No,Yes,No,,,Household - Cleaning Supplies,,,,DGD,DGD
26226,N1VYG4MJA4DPJ,Al Capone: Sweets Cognac Dipped - Filter 2 Cnt (CTD),,,$3.59,Fixed,,$2.21,717519011419,717519011419,33.0,No,No,No,,,Tobacco -  Cigars & Wraps,Processing Charge,,,CTD,CTD
26227,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26228,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26229,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26230,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26231,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26232,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26233,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26234,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26235,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26236,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26237,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26238,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26239,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26240,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26241,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26242,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26243,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26244,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26245,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26246,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26247,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26248,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26249,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26250,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26251,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26252,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26253,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26254,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26255,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26256,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26257,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26258,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26259,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26260,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26261,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26262,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26263,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26264,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26265,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
26266,7973AJ9KQE8JC,Lipton: Pure Leaf - Unsweetened Tea 18.5 oz Bottle (PCD),,,$3.99,Fixed,,$2.30,012000286209,012000286209,3.0,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,,PCD,PCD
26267,EFMZZ4F28XB2Y,Hershey's: Kisses - Almond Milk Chocolate 4.84 oz Bag (CGD),,,$4.09,Fixed,,$2.21,034000140268,321208,2.0,No,Yes,No,,,Snacks - Candy,,,,CGD,CGD
26268,YRXW34GNQ4430,Uncle Eds: Orange Slices 3.5 oz Bag (CGD),,,$1.29,Fixed,,$0.67,851458001183,381814,9.0,No,Yes,No,,,Snacks - Candy,,,,CGD,CGD
26269,7FQ7Q6K3M8Y1T,Uncle Eds: Gummy Butterflies 2.25 oz Bag (CGD),,,$1.29,Fixed,,$0.67,851458001428,317818,12.0,No,Yes,No,,,Snacks - Candy,,,,CGD,CGD
26270,HCNV5S379QHWP,Jack Link's: Original Beef Stick & Cheese 1.2 oz pk (CGD),,,$1.89,Fixed,,$1.05,017082000392,650978,,No,Yes,No,,,Meats & Poultry,,,,CGD,CGD
26271,3CR9MTTAV7JTY,Jailbreak: Feed The Monkey - Hefeweizen 12 oz / 6 Pk Cans (WZD),,,$15.49,Fixed,,$10.00,868457000031,02158,,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,,WZD,WZD
26272,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26273,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26274,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26275,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26276,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26277,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26278,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26279,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26280,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26281,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26282,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26283,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26284,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26285,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26286,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26287,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26288,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26289,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26290,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26291,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26292,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26293,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26294,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26295,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26296,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26297,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26298,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26299,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26300,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26301,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26302,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26303,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26304,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26305,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26306,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26307,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26308,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26309,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26310,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26311,3751PBRF5PXT2,Bouvet: Brut - Signature 750 ml Bottle (RND),,,$18.99,Fixed,,$10.69,084692501847,084692501847,13.0,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,,RND,RND
26312,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26313,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26314,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26315,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26316,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26317,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26318,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26319,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26320,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26321,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26322,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26323,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26324,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26325,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26326,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26327,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26328,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26329,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26330,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26331,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26332,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26333,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26334,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26335,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26336,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26337,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26338,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26339,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26340,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26341,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26342,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26343,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26344,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26345,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26346,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26347,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26348,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26349,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26350,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
26351,9FV3BRKYPQY1Y,Wrigley's: Extra Peppermint Gum 15 ct pk (CGD),,,$2.29,Fixed,,$1.24,02289106,374595,14.0,No,Yes,No,,,Hygiene Products,,,,CGD,CGD
26352,SNPS53EWNKNQ4,JUUL: Basic Device Kit (CTD),,,$14.99,Fixed,,$7.59,819913011580,257527,3.0,No,No,No,,,Vape Device,Processing Charge,,,CTD,CTD
26353,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26354,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26355,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26356,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26357,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26358,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26359,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26360,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26361,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26362,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26363,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26364,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26365,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26366,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26367,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26368,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26369,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26370,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26371,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26372,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26373,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26374,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26375,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26376,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26377,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26378,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26379,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26380,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26381,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26382,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26383,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26384,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26385,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26386,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26387,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26388,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26389,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26390,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26391,,,,,,,,,,,,,,,,,,Vape Device Tax,,,,
26392,WVPZ7C78NQN0J,Juul: Virginia Tobacco Pods 5% 4 Pk (CTD),,,$22.99,Fixed,,$14.20,819913011429,255471,6.0,No,No,No,,,Vape Liquid,Processing Charge,,,CTD,CTD
26393,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26394,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26395,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26396,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26397,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26398,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26399,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26400,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26401,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26402,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26403,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26404,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26405,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26406,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26407,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26408,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26409,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26410,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26411,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26412,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26413,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26414,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26415,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26416,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26417,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26418,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
26419,,,,,,,,,,,,,,,,,,Vape Juice Tax,,,,
